nb_cons,nb_prod,nb threads,Mesure i,time
11,10,64,1,0:00.20
11,10,64,2,0:00.19
11,10,64,3,0:00.21
11,10,64,4,0:00.22
11,10,64,5,0:00.19
11,11,64,1,0:00.20
11,11,64,2,0:00.20
11,11,64,3,0:00.21
11,11,64,4,0:00.20
11,11,64,5,0:00.20
12,11,64,1,0:00.21
12,11,64,2,0:00.21
12,11,64,3,0:00.20
12,11,64,4,0:00.19
12,11,64,5,0:00.20
12,12,64,1,0:00.21
12,12,64,2,0:00.20
12,12,64,3,0:00.20
12,12,64,4,0:00.19
12,12,64,5,0:00.20
13,12,64,1,0:00.20
13,12,64,2,0:00.19
13,12,64,3,0:00.20
13,12,64,4,0:00.21
13,12,64,5,0:00.21
13,13,64,1,0:00.19
13,13,64,2,0:00.21
13,13,64,3,0:00.20
13,13,64,4,0:00.20
13,13,64,5,0:00.20
14,13,64,1,0:00.20
14,13,64,2,0:00.19
14,13,64,3,0:00.20
14,13,64,4,0:00.20
14,13,64,5,0:00.19
14,14,64,1,0:00.18
14,14,64,2,0:00.19
14,14,64,3,0:00.19
14,14,64,4,0:00.21
14,14,64,5,0:00.19
15,14,64,1,0:00.21
15,14,64,2,0:00.19
15,14,64,3,0:00.20
15,14,64,4,0:00.21
15,14,64,5,0:00.19
15,15,64,1,0:00.20
15,15,64,2,0:00.19
15,15,64,3,0:00.19
15,15,64,4,0:00.18
15,15,64,5,0:00.19
16,15,64,1,0:00.21
16,15,64,2,0:00.20
16,15,64,3,0:00.19
16,15,64,4,0:00.19
16,15,64,5,0:00.17
16,16,64,1,0:00.19
16,16,64,2,0:00.19
16,16,64,3,0:00.20
16,16,64,4,0:00.21
16,16,64,5,0:00.20
17,16,64,1,0:00.19
17,16,64,2,0:00.19
17,16,64,3,0:00.21
17,16,64,4,0:00.20
17,16,64,5,0:00.20
17,17,64,1,0:00.19
17,17,64,2,0:00.19
17,17,64,3,0:00.20
17,17,64,4,0:00.19
17,17,64,5,0:00.19
18,17,64,1,0:00.19
18,17,64,2,0:00.20
18,17,64,3,0:00.19
18,17,64,4,0:00.19
18,17,64,5,0:00.20
18,18,64,1,0:00.19
18,18,64,2,0:00.20
18,18,64,3,0:00.19
18,18,64,4,0:00.20
18,18,64,5,0:00.20
19,18,64,1,0:00.20
19,18,64,2,0:00.19
19,18,64,3,0:00.20
19,18,64,4,0:00.22
19,18,64,5,0:00.19
19,19,64,1,0:00.19
19,19,64,2,0:00.20
19,19,64,3,0:00.21
19,19,64,4,0:00.19
19,19,64,5,0:00.20
20,19,64,1,0:00.20
20,19,64,2,0:00.19
20,19,64,3,0:00.20
20,19,64,4,0:00.19
20,19,64,5,0:00.19
20,20,64,1,0:00.19
20,20,64,2,0:00.18
20,20,64,3,0:00.19
20,20,64,4,0:00.20
20,20,64,5,0:00.19
21,20,64,1,0:00.19
21,20,64,2,0:00.20
21,20,64,3,0:00.19
21,20,64,4,0:00.19
21,20,64,5,0:00.20
21,21,64,1,0:00.19
21,21,64,2,0:00.19
21,21,64,3,0:00.20
21,21,64,4,0:00.20
21,21,64,5,0:00.19
22,21,64,1,0:00.21
22,21,64,2,0:00.21
22,21,64,3,0:00.19
22,21,64,4,0:00.19
22,21,64,5,0:00.18
22,22,64,1,0:00.19
22,22,64,2,0:00.19
22,22,64,3,0:00.21
22,22,64,4,0:00.20
22,22,64,5,0:00.20
23,22,64,1,0:00.20
23,22,64,2,0:00.20
23,22,64,3,0:00.22
23,22,64,4,0:00.22
23,22,64,5,0:00.20
23,23,64,1,0:00.20
23,23,64,2,0:00.21
23,23,64,3,0:00.19
23,23,64,4,0:00.20
23,23,64,5,0:00.20
24,23,64,1,0:00.19
24,23,64,2,0:00.20
24,23,64,3,0:00.19
24,23,64,4,0:00.19
24,23,64,5,0:00.23
24,24,64,1,0:00.22
24,24,64,2,0:00.21
24,24,64,3,0:00.22
24,24,64,4,0:00.20
24,24,64,5,0:00.21
25,24,64,1,0:00.20
25,24,64,2,0:00.20
25,24,64,3,0:00.20
25,24,64,4,0:00.20
25,24,64,5,0:00.22
25,25,64,1,0:00.20
25,25,64,2,0:00.20
25,25,64,3,0:00.20
25,25,64,4,0:00.21
25,25,64,5,0:00.21
26,25,64,1,0:00.20
26,25,64,2,0:00.20
26,25,64,3,0:00.18
26,25,64,4,0:00.20
26,25,64,5,0:00.21
26,26,64,1,0:00.24
26,26,64,2,0:00.21
26,26,64,3,0:00.21
26,26,64,4,0:00.20
26,26,64,5,0:00.20
27,26,64,1,0:00.22
27,26,64,2,0:00.20
27,26,64,3,0:00.20
27,26,64,4,0:00.21
27,26,64,5,0:00.22
27,27,64,1,0:00.20
27,27,64,2,0:00.22
27,27,64,3,0:00.21
27,27,64,4,0:00.20
27,27,64,5,0:00.22
28,27,64,1,0:00.19
28,27,64,2,0:00.19
28,27,64,3,0:00.19
28,27,64,4,0:00.19
28,27,64,5,0:00.19
28,28,64,1,0:00.19
28,28,64,2,0:00.19
28,28,64,3,0:00.19
28,28,64,4,0:00.19
28,28,64,5,0:00.20
29,28,64,1,0:00.19
29,28,64,2,0:00.20
29,28,64,3,0:00.19
29,28,64,4,0:00.19
29,28,64,5,0:00.18
29,29,64,1,0:00.19
29,29,64,2,0:00.19
29,29,64,3,0:00.19
29,29,64,4,0:00.18
29,29,64,5,0:00.19
30,29,64,1,0:00.21
30,29,64,2,0:00.19
30,29,64,3,0:00.24
30,29,64,4,0:00.20
30,29,64,5,0:00.19
30,30,64,1,0:00.19
30,30,64,2,0:00.18
30,30,64,3,0:00.19
30,30,64,4,0:00.19
30,30,64,5,0:00.19
31,30,64,1,0:00.19
31,30,64,2,0:00.19
31,30,64,3,0:00.20
31,30,64,4,0:00.19
31,30,64,5,0:00.19
31,31,64,1,0:00.18
31,31,64,2,0:00.19
31,31,64,3,0:00.20
31,31,64,4,0:00.19
31,31,64,5,0:00.19
32,31,64,1,0:00.19
32,31,64,2,0:00.19
32,31,64,3,0:00.19
32,31,64,4,0:00.19
32,31,64,5,0:00.20
32,32,64,1,0:00.20
32,32,64,2,0:00.18
32,32,64,3,0:00.18
32,32,64,4,0:00.22
32,32,64,5,0:00.21
